Date,Open Price,Close Price,High Price,Low Price,Volume
17-Sep-2010,1126.39,1125.59,1131.47,1122.43,4213282304
20-Sep-2010,1126.57,1142.71,1144.86,1126.57,3102815744
21-Sep-2010,1142.82,1139.78,1148.59,1136.22,3547354368
22-Sep-2010,1139.49,1134.28,1144.38,1131.58,3542698496
23-Sep-2010,1131.10,1124.83,1136.77,1122.79,3267862784
24-Sep-2010,1131.69,1148.67,1148.90,1131.69,3401735936
27-Sep-2010,1148.64,1142.16,1149.92,1142.00,2832130560
28-Sep-2010,1142.31,1147.70,1150.00,1132.09,3255310080
29-Sep-2010,1146.75,1144.73,1148.63,1140.26,3339047936
30-Sep-2010,1145.97,1141.20,1157.16,1136.08,3661455104
01-Oct-2010,1143.49,1146.24,1150.30,1139.42,3586079744
04-Oct-2010,1144.96,1137.03,1148.16,1131.87,3125496064
05-Oct-2010,1140.68,1160.75,1162.76,1140.68,4074697984
06-Oct-2010,1159.81,1159.97,1162.33,1154.85,3422677760
07-Oct-2010,1161.57,1158.06,1163.87,1151.41,3226002176
08-Oct-2010,1158.36,1165.15,1167.73,1155.58,3254345984
11-Oct-2010,1165.32,1165.32,1168.68,1162.02,2487344896
12-Oct-2010,1164.28,1169.77,1172.58,1155.71,3593704192
13-Oct-2010,1171.32,1178.10,1184.38,1171.32,4469820416
14-Oct-2010,1177.82,1173.81,1178.89,1166.71,4487417856
15-Oct-2010,1177.47,1176.19,1181.20,1167.12,5224183296
18-Oct-2010,1176.83,1184.71,1185.53,1174.55,4061678080
19-Oct-2010,1178.64,1165.90,1178.64,1159.71,4700523008
20-Oct-2010,1166.74,1178.17,1182.94,1166.74,4286526464
21-Oct-2010,1179.82,1180.26,1189.43,1171.17,3910238976
22-Oct-2010,1180.52,1183.08,1183.93,1178.99,2773475328
25-Oct-2010,1184.74,1185.62,1196.14,1184.74,3649906432
26-Oct-2010,1184.88,1185.64,1187.11,1177.72,3502213120
27-Oct-2010,1183.84,1182.45,1183.84,1171.70,3582651648
28-Oct-2010,1184.47,1183.78,1189.53,1177.10,3371780864
29-Oct-2010,1183.87,1183.26,1185.46,1179.70,3107671040
01-Nov-2010,1185.71,1184.38,1195.81,1177.65,2944575232
02-Nov-2010,1187.86,1193.57,1195.88,1187.86,3007564800
03-Nov-2010,1193.79,1197.96,1198.30,1183.56,3536006400
04-Nov-2010,1198.34,1221.06,1221.25,1198.34,4624839168
05-Nov-2010,1221.20,1225.85,1227.08,1220.29,4667426304
08-Nov-2010,1223.24,1223.25,1224.57,1217.55,3191424256
09-Nov-2010,1223.59,1213.40,1226.84,1208.94,3689835776
10-Nov-2010,1213.14,1218.71,1218.75,1204.33,3580416000
11-Nov-2010,1213.04,1213.54,1215.45,1204.49,3695568384
12-Nov-2010,1209.07,1199.21,1210.50,1194.08,3642575872
15-Nov-2010,1200.44,1197.75,1207.43,1197.15,3035507712
16-Nov-2010,1194.79,1178.34,1194.79,1173.00,4199524608
17-Nov-2010,1178.33,1178.59,1183.56,1175.82,3232510464
18-Nov-2010,1183.75,1196.69,1200.29,1183.75,3682736384
19-Nov-2010,1196.12,1199.73,1199.97,1189.44,3185895168
22-Nov-2010,1198.07,1197.84,1198.94,1184.58,3222398464
23-Nov-2010,1192.51,1180.73,1192.51,1176.91,3343646976
24-Nov-2010,1183.70,1198.35,1198.62,1183.70,2665759744
26-Nov-2010,1194.16,1189.40,1194.16,1186.93,1144927616
29-Nov-2010,1189.08,1187.76,1190.34,1173.64,2901864448
30-Nov-2010,1182.96,1180.55,1187.40,1174.14,3936958720
01-Dec-2010,1186.60,1206.07,1207.61,1186.60,3852565248
02-Dec-2010,1206.81,1221.53,1221.89,1206.81,4119348736
03-Dec-2010,1219.93,1224.71,1225.57,1216.82,3079353088
06-Dec-2010,1223.87,1223.12,1225.80,1220.67,2909187840
07-Dec-2010,1227.25,1223.75,1235.05,1223.25,6423774208
08-Dec-2010,1225.02,1228.28,1228.93,1219.50,3745575168
09-Dec-2010,1230.14,1233.00,1234.71,1226.85,3620386816
10-Dec-2010,1233.85,1240.40,1240.40,1232.58,3691870464
13-Dec-2010,1242.52,1240.46,1246.73,1240.34,3730065152
14-Dec-2010,1241.84,1241.59,1246.59,1238.17,3506919424
15-Dec-2010,1241.58,1235.23,1244.25,1234.01,3631970816
16-Dec-2010,1236.34,1242.87,1243.75,1232.85,3616677888
17-Dec-2010,1243.63,1243.91,1245.81,1239.87,4813850624
20-Dec-2010,1245.76,1247.08,1250.20,1241.51,2921865216
21-Dec-2010,1249.43,1254.60,1255.82,1249.43,2821418496
22-Dec-2010,1254.94,1258.84,1259.39,1254.94,2883098624
23-Dec-2010,1257.53,1256.77,1258.59,1254.05,1936968064
27-Dec-2010,1254.66,1257.54,1258.43,1251.48,1640616832
28-Dec-2010,1259.10,1258.51,1259.90,1256.22,1645443072
29-Dec-2010,1258.78,1259.78,1262.60,1258.78,1502359936
30-Dec-2010,1259.44,1257.88,1261.09,1256.32,1401158528
31-Dec-2010,1256.76,1257.64,1259.34,1254.19,1409746560
03-Jan-2011,1257.62,1271.89,1276.17,1257.62,3610102528
04-Jan-2011,1272.95,1270.20,1274.12,1262.66,3741966848
05-Jan-2011,1268.78,1276.56,1277.63,1265.36,3934708480
06-Jan-2011,1275.47,1273.85,1278.17,1270.43,4182947840
07-Jan-2011,1274.41,1271.50,1276.83,1261.70,4217627904
10-Jan-2011,1270.84,1269.75,1271.52,1262.18,3456850176
11-Jan-2011,1272.58,1274.48,1277.25,1269.62,3231317504
12-Jan-2011,1275.65,1285.96,1286.87,1275.65,3469369600
13-Jan-2011,1285.78,1283.76,1286.70,1280.47,3609065472
14-Jan-2011,1282.90,1293.24,1293.24,1281.24,4048002560
18-Jan-2011,1293.22,1295.02,1296.06,1290.16,4673639424
19-Jan-2011,1294.52,1281.92,1294.60,1278.92,3833358848
20-Jan-2011,1280.85,1280.26,1283.35,1271.26,4127950848
21-Jan-2011,1283.63,1283.35,1291.21,1282.07,4053599232
24-Jan-2011,1283.29,1290.84,1291.93,1282.47,3309618688
25-Jan-2011,1288.17,1291.18,1291.26,1281.07,3831424256
26-Jan-2011,1291.97,1296.63,1299.74,1291.97,3726699008
27-Jan-2011,1297.51,1299.54,1301.29,1294.41,3563005184
28-Jan-2011,1299.63,1276.34,1302.67,1275.10,4586747392
31-Jan-2011,1276.50,1286.12,1287.17,1276.50,3504980480
01-Feb-2011,1289.14,1307.59,1308.86,1289.14,3825160192
02-Feb-2011,1305.91,1304.03,1307.61,1302.62,3259014400
03-Feb-2011,1302.77,1307.10,1308.60,1294.83,3542350336
04-Feb-2011,1307.01,1310.87,1311.00,1301.67,3215349248
07-Feb-2011,1311.85,1319.05,1322.85,1311.85,3252561920
08-Feb-2011,1318.76,1324.57,1324.87,1316.03,3000991744
09-Feb-2011,1322.48,1320.88,1324.54,1314.89,3159405568
10-Feb-2011,1318.13,1321.87,1322.78,1311.74,3803203840
11-Feb-2011,1318.66,1329.15,1330.79,1316.08,3307503872
14-Feb-2011,1328.73,1332.32,1332.96,1326.90,2909657856
15-Feb-2011,1330.43,1328.01,1330.43,1324.61,3095061504
16-Feb-2011,1329.51,1336.32,1337.61,1329.51,3368392960
17-Feb-2011,1334.37,1340.43,1341.50,1331.00,3042263296
18-Feb-2011,1340.38,1343.01,1344.07,1338.12,3129332736
22-Feb-2011,1338.91,1315.44,1338.91,1312.33,4350332928
23-Feb-2011,1315.44,1307.40,1317.91,1299.55,4571943936
24-Feb-2011,1307.47,1306.10,1310.91,1294.26,3965972736
25-Feb-2011,1307.34,1319.88,1320.61,1307.34,2965351424
28-Feb-2011,1321.61,1327.22,1327.69,1320.55,3287184896
01-Mar-2011,1328.64,1324.65,1332.46,1306.14,3712890624
02-Mar-2011,1305.47,1308.44,1314.19,1302.58,3217127680
03-Mar-2011,1312.37,1330.97,1332.28,1312.37,3503535872
04-Mar-2011,1330.73,1321.15,1331.08,1312.59,3636549120
07-Mar-2011,1322.72,1310.13,1327.68,1303.99,3332784896
08-Mar-2011,1311.05,1321.82,1325.74,1306.86,3427370496
09-Mar-2011,1319.92,1320.02,1323.21,1312.27,2978600192
10-Mar-2011,1315.72,1295.11,1315.72,1294.21,3746292224
11-Mar-2011,1293.43,1304.28,1308.35,1291.99,2962426624
14-Mar-2011,1301.19,1296.39,1301.19,1286.37,3352107776
15-Mar-2011,1288.46,1281.87,1288.46,1261.12,4305276928
16-Mar-2011,1279.46,1256.88,1280.91,1249.05,4744516096
17-Mar-2011,1261.61,1273.72,1278.88,1261.61,3443007744
18-Mar-2011,1276.71,1279.20,1288.88,1276.18,4340251648
21-Mar-2011,1281.65,1298.38,1300.58,1281.65,3771115520
22-Mar-2011,1298.29,1293.77,1298.47,1293.77,2836708608
23-Mar-2011,1292.19,1297.54,1300.51,1284.05,3102440960
24-Mar-2011,1300.61,1309.66,1311.34,1297.74,3127133696
25-Mar-2011,1311.80,1313.80,1319.18,1310.15,2793186560
28-Mar-2011,1315.45,1310.19,1319.74,1310.19,2524173568
29-Mar-2011,1309.37,1319.44,1319.45,1305.26,2649010176
30-Mar-2011,1321.89,1328.26,1331.74,1321.89,2960324864
31-Mar-2011,1327.44,1325.83,1329.77,1325.03,3060771328
01-Apr-2011,1329.48,1332.41,1337.85,1328.89,3110876672
04-Apr-2011,1333.56,1332.87,1336.74,1329.10,2492411392
05-Apr-2011,1332.03,1332.63,1338.21,1330.03,3048389888
06-Apr-2011,1335.94,1335.54,1339.38,1331.09,3292452608
07-Apr-2011,1334.82,1333.51,1338.80,1326.56,3131744000
08-Apr-2011,1336.16,1328.17,1339.46,1322.94,2711409408
11-Apr-2011,1329.01,1324.46,1333.77,1321.06,2552920064
12-Apr-2011,1321.96,1314.16,1321.96,1309.51,3206825216
13-Apr-2011,1314.03,1314.41,1321.35,1309.19,2943087872
14-Apr-2011,1311.13,1314.52,1316.79,1302.42,2997489920
15-Apr-2011,1314.54,1319.68,1322.88,1313.68,3270398976
18-Apr-2011,1313.35,1305.14,1313.35,1294.70,3620834048
19-Apr-2011,1305.99,1312.62,1312.70,1303.97,3169129728
20-Apr-2011,1319.12,1330.36,1332.66,1319.12,3550103040
21-Apr-2011,1333.23,1337.38,1337.49,1332.83,3067678976
25-Apr-2011,1337.14,1335.25,1337.55,1331.47,2310460928
26-Apr-2011,1336.75,1347.24,1349.55,1336.75,3331586304
27-Apr-2011,1348.43,1355.66,1357.49,1344.25,3204425984
28-Apr-2011,1353.86,1360.48,1361.71,1353.60,3245483264
29-Apr-2011,1360.14,1363.61,1364.56,1358.69,3618333696
02-May-2011,1365.21,1361.22,1370.58,1358.59,3008565504
03-May-2011,1359.76,1356.62,1360.84,1349.52,3551675392
04-May-2011,1355.90,1347.32,1355.90,1341.50,3418914048
05-May-2011,1344.16,1335.10,1348.00,1329.17,3430574336
06-May-2011,1340.24,1340.20,1354.36,1335.58,3206993152
09-May-2011,1340.20,1346.29,1349.44,1338.64,2215355392
10-May-2011,1348.34,1357.16,1359.44,1348.34,2588987136
11-May-2011,1354.51,1342.08,1354.51,1336.36,3009408768
12-May-2011,1339.39,1348.65,1351.05,1332.03,2968181504
13-May-2011,1348.69,1337.77,1350.47,1333.36,2775577088
16-May-2011,1334.77,1329.47,1343.33,1327.32,2770220032
17-May-2011,1326.10,1328.98,1330.42,1318.51,3120281088
18-May-2011,1328.54,1340.68,1341.82,1326.59,2815843328
19-May-2011,1342.40,1343.60,1345.21,1336.36,2538697728
20-May-2011,1342.00,1333.27,1342.00,1330.67,2649333248
23-May-2011,1333.07,1317.37,1333.07,1312.88,2526352640
24-May-2011,1317.70,1316.28,1323.72,1313.87,2638374400
25-May-2011,1316.36,1320.47,1325.86,1311.80,2816371712
26-May-2011,1320.64,1325.69,1328.51,1314.41,2611023616
27-May-2011,1325.69,1331.10,1334.62,1325.69,2104182144
31-May-2011,1331.10,1345.20,1345.20,1331.10,2839381248
01-Jun-2011,1345.20,1314.55,1345.20,1313.71,3229074432
02-Jun-2011,1314.55,1312.94,1318.03,1305.61,2887065856
03-Jun-2011,1312.94,1300.16,1312.94,1297.90,2667703296
06-Jun-2011,1300.26,1286.17,1300.26,1284.72,2764305920
07-Jun-2011,1286.31,1284.94,1296.22,1284.74,2820923648
08-Jun-2011,1284.63,1279.56,1287.04,1277.42,3007841024
09-Jun-2011,1279.63,1289.00,1294.54,1279.63,2513593088
10-Jun-2011,1288.60,1270.98,1288.60,1268.28,2942971392
13-Jun-2011,1271.31,1271.83,1277.04,1265.64,2686504448
14-Jun-2011,1272.22,1287.87,1292.50,1272.22,2774819072
15-Jun-2011,1287.87,1265.42,1287.87,1261.90,3169681664
16-Jun-2011,1265.53,1267.64,1274.11,1258.07,3070094592
17-Jun-2011,1268.58,1271.50,1279.82,1267.40,3384583168
20-Jun-2011,1271.50,1278.36,1280.42,1267.56,2328571392
21-Jun-2011,1278.40,1295.52,1297.62,1278.40,2710055424
22-Jun-2011,1295.48,1287.14,1298.61,1286.79,2402371328
23-Jun-2011,1286.60,1283.50,1286.60,1262.87,3373069824
24-Jun-2011,1283.04,1268.45,1283.93,1267.24,3788248064
27-Jun-2011,1268.44,1280.10,1284.91,1267.53,2508147456
28-Jun-2011,1280.21,1296.67,1296.80,1280.21,2447109888
29-Jun-2011,1296.85,1307.41,1309.21,1296.85,2926075392
30-Jun-2011,1307.64,1320.64,1321.97,1307.64,2886689536
01-Jul-2011,1320.64,1339.67,1341.01,1318.18,2487277824
05-Jul-2011,1339.59,1337.88,1340.89,1334.30,2400202240
06-Jul-2011,1337.56,1339.22,1340.94,1330.92,2391739904
07-Jul-2011,1339.62,1353.22,1356.48,1339.62,2690408960
08-Jul-2011,1352.39,1343.80,1352.39,1333.71,2383964416
11-Jul-2011,1343.31,1319.49,1343.31,1316.42,2568826368
12-Jul-2011,1319.61,1313.64,1327.17,1313.33,2874884864
13-Jul-2011,1314.45,1317.72,1331.48,1314.45,2614269184
14-Jul-2011,1317.74,1308.87,1326.88,1306.51,2915094272
15-Jul-2011,1308.87,1316.14,1317.70,1307.52,2939969024
18-Jul-2011,1315.94,1305.44,1315.94,1295.92,2787058688
19-Jul-2011,1307.07,1326.73,1328.14,1307.07,3038620160
20-Jul-2011,1328.66,1325.84,1330.43,1323.65,2715936000
21-Jul-2011,1325.65,1343.80,1347.00,1325.65,3650163456
22-Jul-2011,1343.80,1345.02,1346.10,1336.95,2484338432
25-Jul-2011,1344.32,1337.43,1344.32,1331.09,2389367808
26-Jul-2011,1337.39,1331.94,1338.51,1329.59,2785893888
27-Jul-2011,1331.91,1304.89,1331.91,1303.49,3476202240
28-Jul-2011,1304.84,1300.67,1316.32,1299.16,3334352384
29-Jul-2011,1300.12,1292.28,1304.16,1282.86,3501623552
01-Aug-2011,1292.59,1286.94,1307.38,1274.73,3345071616
02-Aug-2011,1286.56,1254.05,1286.56,1254.03,4013534208
03-Aug-2011,1254.25,1260.34,1261.20,1234.56,4197900800
04-Aug-2011,1260.23,1200.07,1260.23,1199.54,5419912192
05-Aug-2011,1200.28,1199.38,1218.11,1168.09,6400604160
08-Aug-2011,1198.48,1119.46,1198.48,1119.28,7431248384
09-Aug-2011,1120.23,1172.53,1172.88,1101.54,7055522304
10-Aug-2011,1171.77,1120.76,1171.77,1118.01,6544700928
11-Aug-2011,1121.30,1172.64,1186.29,1121.30,5688665600
12-Aug-2011,1172.87,1178.81,1189.04,1170.74,3966488832
15-Aug-2011,1178.86,1204.49,1204.49,1178.86,3306947584
16-Aug-2011,1204.22,1192.76,1204.22,1180.53,3388731648
17-Aug-2011,1192.89,1193.88,1208.47,1184.36,3044103168
18-Aug-2011,1189.62,1140.65,1189.62,1131.03,5113910784
19-Aug-2011,1140.47,1123.53,1154.54,1122.05,4297513472
22-Aug-2011,1123.55,1123.82,1145.49,1121.09,3627631360
23-Aug-2011,1124.36,1162.35,1162.35,1122.91,4018115840
24-Aug-2011,1162.16,1177.60,1178.56,1156.30,3602548992
25-Aug-2011,1176.69,1159.27,1190.68,1155.47,4109184256
26-Aug-2011,1158.85,1176.80,1181.23,1135.91,3475899648
29-Aug-2011,1177.91,1210.08,1210.28,1177.91,2837134848
30-Aug-2011,1209.76,1212.92,1220.10,1195.77,3099980800
31-Aug-2011,1213.00,1218.89,1230.71,1209.35,3557535488
01-Sep-2011,1219.12,1204.42,1229.29,1203.85,3062285824
02-Sep-2011,1203.90,1173.97,1203.90,1170.56,2856296192
06-Sep-2011,1173.97,1165.24,1173.97,1140.13,3363251968
07-Sep-2011,1165.85,1198.62,1198.62,1165.85,3131513344
08-Sep-2011,1197.98,1185.90,1204.40,1183.34,3278581760
09-Sep-2011,1185.37,1154.23,1185.37,1148.37,3951840000
12-Sep-2011,1153.50,1162.27,1162.52,1136.07,3569079808
13-Sep-2011,1162.59,1172.87,1176.41,1157.44,3220704256
14-Sep-2011,1173.32,1188.68,1202.38,1162.73,3620353280
15-Sep-2011,1189.44,1209.11,1209.11,1189.44,3196478208
16-Sep-2011,1209.21,1216.01,1220.06,1204.46,4024737280
19-Sep-2011,1214.99,1204.09,1214.99,1188.36,2965567744
20-Sep-2011,1204.50,1202.09,1220.39,1201.29,2972154624
21-Sep-2011,1203.63,1166.76,1206.30,1166.21,3933399808
22-Sep-2011,1164.55,1129.56,1164.55,1114.22,5568333312
23-Sep-2011,1128.82,1136.43,1141.72,1121.36,4059729664
26-Sep-2011,1136.91,1162.95,1164.19,1131.07,3723684608
27-Sep-2011,1163.32,1175.38,1195.86,1163.32,3650077952
28-Sep-2011,1175.39,1151.06,1184.71,1150.40,3241484288
29-Sep-2011,1151.74,1160.40,1175.87,1139.93,3688933120
30-Sep-2011,1159.93,1131.42,1159.93,1131.34,3582360320
03-Oct-2011,1131.21,1099.23,1138.99,1098.92,4459804160
04-Oct-2011,1097.42,1123.95,1125.12,1074.77,5185005568
05-Oct-2011,1124.03,1144.04,1146.07,1115.68,4140642560
06-Oct-2011,1144.11,1164.97,1165.55,1134.95,3844385792
07-Oct-2011,1165.03,1155.46,1171.40,1150.26,3809399552
10-Oct-2011,1158.15,1194.89,1194.91,1158.15,2990139648
11-Oct-2011,1194.60,1195.54,1199.24,1187.30,3000995328
12-Oct-2011,1196.19,1207.25,1220.25,1196.19,3609034496
13-Oct-2011,1206.96,1203.66,1207.46,1190.58,2975273984
14-Oct-2011,1205.65,1224.58,1224.61,1205.65,2777587968
17-Oct-2011,1224.47,1200.86,1224.47,1198.55,2907878656
18-Oct-2011,1200.75,1225.38,1233.10,1191.48,3895948800
19-Oct-2011,1223.46,1209.88,1229.64,1206.31,3445520896
20-Oct-2011,1209.92,1215.39,1219.53,1197.34,3442342656
21-Oct-2011,1215.39,1238.25,1239.03,1215.39,3739385088
24-Oct-2011,1238.72,1254.19,1256.55,1238.72,3305720576
25-Oct-2011,1253.86,1229.05,1253.86,1226.79,3359492608
26-Oct-2011,1229.17,1242.00,1246.28,1221.06,3747974656
27-Oct-2011,1243.97,1284.59,1292.66,1243.97,4877932544
28-Oct-2011,1284.39,1285.08,1287.08,1277.01,3343864576
31-Oct-2011,1284.96,1253.30,1284.96,1253.16,3314540544
01-Nov-2011,1251.00,1218.28,1251.00,1215.42,4291097856
02-Nov-2011,1219.62,1237.90,1242.48,1219.62,3069110272
03-Nov-2011,1238.25,1261.15,1263.21,1234.81,3565894400
04-Nov-2011,1260.82,1253.23,1260.82,1238.92,2963853824
07-Nov-2011,1253.21,1261.12,1261.70,1240.75,2762577152
08-Nov-2011,1261.12,1275.92,1277.55,1254.99,2910056192
09-Nov-2011,1275.18,1229.10,1275.18,1226.64,3570923776
10-Nov-2011,1229.59,1239.70,1246.22,1227.70,3069064192
11-Nov-2011,1240.12,1263.85,1266.98,1240.12,2543529728
14-Nov-2011,1263.85,1251.78,1263.85,1246.68,2419010816
15-Nov-2011,1251.70,1257.81,1264.25,1244.34,2771525632
16-Nov-2011,1257.81,1236.91,1259.61,1235.67,3190017024
17-Nov-2011,1236.56,1216.13,1237.73,1209.43,3642198784
18-Nov-2011,1216.19,1215.65,1223.51,1211.36,2921388032
21-Nov-2011,1215.62,1192.98,1215.62,1183.16,3313982976
22-Nov-2011,1192.98,1188.04,1196.81,1181.65,2954757632
23-Nov-2011,1187.48,1161.79,1187.48,1161.79,2908060160
25-Nov-2011,1161.41,1158.67,1172.66,1158.66,1251171712
28-Nov-2011,1158.67,1192.55,1197.35,1158.67,2927728128
29-Nov-2011,1192.56,1195.19,1203.67,1191.80,2893940480
30-Nov-2011,1196.72,1246.96,1247.11,1196.72,4167528448
01-Dec-2011,1246.91,1244.58,1251.09,1239.73,2780188672
02-Dec-2011,1246.03,1244.28,1260.08,1243.35,3084642304
05-Dec-2011,1244.33,1257.08,1266.73,1244.33,3054908416
06-Dec-2011,1257.19,1258.47,1266.03,1253.03,2689515008
07-Dec-2011,1258.14,1261.01,1267.06,1244.80,2966331648
08-Dec-2011,1260.87,1234.35,1260.87,1231.47,3159971072
09-Dec-2011,1234.48,1255.19,1258.25,1234.48,2787615744
12-Dec-2011,1255.05,1236.47,1255.05,1227.25,2765165056
13-Dec-2011,1236.83,1225.73,1249.86,1219.43,3090767360
14-Dec-2011,1225.73,1211.82,1225.73,1209.47,3149174528
15-Dec-2011,1212.12,1215.75,1225.60,1212.12,2832460800
16-Dec-2011,1216.09,1219.66,1231.04,1215.20,4051207680
19-Dec-2011,1219.74,1205.35,1224.57,1202.37,2730036480
20-Dec-2011,1205.72,1241.30,1242.82,1205.72,3122119680
21-Dec-2011,1241.25,1243.72,1245.09,1229.51,2959271168
22-Dec-2011,1243.72,1254.00,1255.22,1243.72,2695881984
23-Dec-2011,1254.00,1265.33,1265.42,1254.00,1668695168
27-Dec-2011,1265.02,1265.43,1269.37,1262.30,1466030336
28-Dec-2011,1265.38,1249.64,1265.85,1248.64,1669037056
29-Dec-2011,1249.75,1263.02,1263.54,1249.75,1592420608
30-Dec-2011,1262.82,1257.60,1264.12,1257.46,1550071040
03-Jan-2012,1258.86,1277.06,1284.62,1258.86,2970814976
04-Jan-2012,1277.03,1277.30,1278.73,1268.10,2795990016
05-Jan-2012,1277.30,1281.06,1283.05,1265.26,3359864320
06-Jan-2012,1280.93,1277.81,1281.84,1273.34,2847214336
09-Jan-2012,1277.83,1280.70,1281.99,1274.55,2671441920
10-Jan-2012,1280.77,1292.08,1296.46,1280.77,3141745664
11-Jan-2012,1292.02,1292.48,1293.80,1285.41,2879639040
12-Jan-2012,1292.48,1295.50,1296.82,1285.77,2906614016
13-Jan-2012,1294.82,1289.09,1294.82,1277.58,2838163456
17-Jan-2012,1290.22,1293.67,1303.00,1290.22,3090556160
18-Jan-2012,1293.65,1308.04,1308.11,1290.99,3230565120
19-Jan-2012,1308.07,1314.50,1315.49,1308.07,3510139136
20-Jan-2012,1314.49,1315.38,1315.38,1309.17,3303236352
23-Jan-2012,1315.29,1316.00,1322.28,1309.89,2925873408
24-Jan-2012,1315.96,1314.65,1315.96,1306.06,2796354048
25-Jan-2012,1314.40,1326.06,1328.30,1307.65,3411213056
26-Jan-2012,1326.28,1318.43,1333.47,1313.60,3638448128
27-Jan-2012,1318.25,1316.33,1320.06,1311.72,2958420224
30-Jan-2012,1316.16,1313.01,1316.16,1300.49,2721155584
31-Jan-2012,1313.53,1312.41,1321.41,1306.69,3053168640
01-Feb-2012,1312.45,1324.09,1330.52,1312.45,3325932032
02-Feb-2012,1324.24,1325.54,1329.19,1321.57,2854860544
03-Feb-2012,1326.21,1344.90,1345.34,1326.21,3281180928
06-Feb-2012,1344.32,1344.33,1344.36,1337.52,2514188032
07-Feb-2012,1344.33,1347.05,1349.24,1335.92,2690060288
08-Feb-2012,1347.04,1349.96,1351.00,1341.95,3077168640
09-Feb-2012,1349.97,1351.95,1354.32,1344.63,3236186368
10-Feb-2012,1351.21,1342.64,1351.21,1337.35,2738615296
13-Feb-2012,1343.06,1351.77,1353.35,1343.06,2637392896
14-Feb-2012,1351.30,1350.50,1351.30,1340.83,2901536512
15-Feb-2012,1350.52,1343.23,1355.87,1340.80,3053199360
16-Feb-2012,1342.61,1358.04,1359.02,1341.22,2994727936
17-Feb-2012,1358.06,1361.23,1363.40,1357.24,2999121664
21-Feb-2012,1361.22,1362.21,1367.76,1358.11,2729615872
22-Feb-2012,1362.11,1357.66,1362.70,1355.53,2637444608
23-Feb-2012,1357.53,1363.46,1364.24,1352.28,2724010240
24-Feb-2012,1363.46,1365.74,1368.92,1363.46,2451468032
27-Feb-2012,1365.20,1367.59,1371.94,1354.92,2781081344
28-Feb-2012,1367.56,1372.18,1373.09,1365.97,2610212352
29-Feb-2012,1372.20,1365.68,1378.04,1363.81,3290898176
01-Mar-2012,1365.90,1374.09,1376.17,1365.90,2792396032
02-Mar-2012,1374.09,1369.63,1374.53,1366.42,2278062848
05-Mar-2012,1369.59,1364.33,1369.59,1359.13,2485167872
06-Mar-2012,1363.63,1343.36,1363.63,1340.03,2999861504
07-Mar-2012,1343.39,1352.63,1354.85,1343.39,2612579584
08-Mar-2012,1352.65,1365.91,1368.72,1352.65,2548914944
09-Mar-2012,1365.97,1370.87,1374.76,1365.97,2613808384
12-Mar-2012,1370.78,1371.09,1373.04,1366.69,2186984192
13-Mar-2012,1371.92,1395.95,1396.13,1371.92,3245730048
14-Mar-2012,1395.95,1394.28,1399.42,1389.97,3473037568
15-Mar-2012,1394.17,1402.60,1402.63,1392.78,3211907584
16-Mar-2012,1402.55,1404.17,1405.88,1401.47,3859239424
19-Mar-2012,1404.17,1409.75,1414.00,1402.43,2983668992
20-Mar-2012,1409.59,1405.52,1409.59,1397.68,2767961344
21-Mar-2012,1405.52,1402.89,1407.75,1400.64,2668419584
22-Mar-2012,1402.89,1392.78,1402.89,1388.73,2753503232
23-Mar-2012,1392.78,1397.11,1399.18,1386.87,2587079936
26-Mar-2012,1397.11,1416.51,1416.58,1397.11,2592750592
27-Mar-2012,1416.55,1412.52,1419.15,1411.95,2547069696
28-Mar-2012,1412.52,1405.54,1413.65,1397.20,2811076096
29-Mar-2012,1405.39,1403.28,1405.39,1391.56,2781933056
30-Mar-2012,1403.31,1408.47,1410.89,1401.42,2682129408
02-Apr-2012,1408.47,1419.04,1422.38,1404.46,2529153536
03-Apr-2012,1418.98,1413.38,1419.00,1404.62,2821361408
04-Apr-2012,1413.09,1398.96,1413.09,1394.09,2791510528
05-Apr-2012,1398.79,1398.08,1401.60,1392.92,2422629888
09-Apr-2012,1397.45,1382.20,1397.45,1378.24,2249713664
10-Apr-2012,1382.18,1358.59,1383.01,1357.38,3374127872
11-Apr-2012,1358.98,1368.71,1374.71,1358.98,2643195136
12-Apr-2012,1368.77,1387.57,1388.13,1368.77,2517299456
13-Apr-2012,1387.61,1370.26,1387.61,1369.85,2801548032
16-Apr-2012,1370.27,1369.57,1379.66,1365.38,2691892992
17-Apr-2012,1369.57,1390.78,1392.76,1369.57,2538191616
18-Apr-2012,1390.78,1385.14,1390.78,1383.29,2568561408
19-Apr-2012,1385.08,1376.92,1390.46,1370.30,3255023616
20-Apr-2012,1376.96,1378.53,1387.40,1376.96,3091626752
23-Apr-2012,1378.53,1366.94,1378.53,1358.79,2773441280
24-Apr-2012,1366.97,1371.97,1375.57,1366.82,2817043456
25-Apr-2012,1372.11,1390.69,1391.37,1372.11,2934680320
26-Apr-2012,1390.64,1399.98,1402.09,1387.28,2889449472
27-Apr-2012,1400.19,1403.36,1406.64,1397.31,2648865536
30-Apr-2012,1403.26,1397.91,1403.26,1394.00,2487847168
01-May-2012,1397.86,1405.82,1415.32,1395.73,2702438144
02-May-2012,1405.50,1402.31,1405.50,1393.92,2615044096
03-May-2012,1402.32,1391.57,1403.07,1388.71,2640128512
04-May-2012,1391.51,1369.10,1391.51,1367.96,2702180608
